NCT Number,Study Title,Study Status,Conditions,Interventions,Sponsor,Age,Phases,Enrollment,Country,Start_year,Sponsor_type,trial_status_clean
NCT05079971,EAGLET: EEG vs aEEG to Improve the Diagnosis of neoNot SpecifiedtaL Seizures and Epilepsy,UNKNOWN,NeoNot Specifiedtal Seizures,DIAGNOSTIC_TEST: Group B: aEEG with concurrent multichannel (full) continuous cEEG review by clinical neurophysiology,Cambridge University Hospitals NHS Foundation Trust,CHILD  ADULT  OLDER_ADULT,Not Specified,140,United Kingdom,2023,Academic,Other
NCT06045520,Effects of Information-Motivation-Behavioral Skills Model on Disease MaNot Specifiedgement of Adolescents With Epilepsy,COMPLETED,Nursing Caries,BEHAVIORAL: Information-Motivation-Behavioral Skills Model,Mersin University,CHILD  ADULT,Not Specified,42,Turkey (TÃ¼rkiye),2023,Academic,Completed
NCT02825745,Use of Betashot in Children and Adults With Epilepsy,COMPLETED,Nervous System Disorder,DIETARY_SUPPLEMENT: Betashot,Vitaflo InterNot SpecifiedtioNot Specifiedl  Ltd,CHILD  ADULT  OLDER_ADULT,Not Specified,77,United Kingdom,2016,Industry,Completed
NCT00359775,Coping Skills Training (CST) for Children With Chronic Health Conditions,COMPLETED,Rheumatologic Conditions (JRA Lupus)|Epilepsy|SpiNot Specified Bifida|Asthma,BEHAVIORAL: Coping Skills Training,Children's Hospital and Health System Foundation  Wisconsin,CHILD,PHASE2,38,United States,2006,Academic,Completed
NCT04378075,A Study to Evaluate Efficacy and Safety of Vatiquinone for Treating Mitochondrial Disease in Participants With Refractory Epilepsy,TERMINot SpecifiedTED,Mitochondrial Diseases|Drug Resistant Epilepsy|Leigh Disease|Leigh Syndrome|Mitochondrial Encephalopathy (MELAS)|Pontocerebellar Hypoplasia Type 6 (PCH6)|Alpers Disease|Alpers Syndrome,DRUG: Vatiquinone|OTHER: Placebo,PTC Therapeutics,CHILD  ADULT,PHASE2/PHASE3,68,United States,2020,Industry,Other
NCT02216500,Ketogenic Therapy Effects on Electrical and Metabolic Abnormalities in Epilepsy,RECRUITING,Seizures,DIETARY_SUPPLEMENT: Ketogenic Therapy,University of Florida,CHILD  ADULT,Not Specified,400,United States,2006,Academic,Recruiting
NCT05288283,Efficacy and Safety of GWP42003-P Oral Solution in Children With Epilepsy With Myoclonic-atonic Seizures,TERMINot SpecifiedTED,Seizures Associated With EMAS,DRUG: GWP42003-P|DRUG: Placebo,Jazz Pharmaceuticals,CHILD  ADULT,PHASE3,3,United States,2022,Industry,Other
NCT04344626,Use of a Tonometer to Identify Epileptogenic Lesions During Pediatric Epilepsy Surgery,WITHDRAWN,Epilepsy|Focal Cortical Dysplasia|Tuberous Sclerosis|Hemimegalencephaly|Polymicrogyria|Rasmussen Encephalitis|Sturge-Weber Syndrome|Gliosis|Stroke|Tumor  Brain,DEVICE: Intra-operative brain tonometry,University of California  Los Angeles,CHILD  ADULT  OLDER_ADULT,Not Specified,0,United States,2018,Academic,Other
NCT00442104,Open-label Extension to Protocol 1042-0500,TERMINot SpecifiedTED,Infantile Spasms,DRUG: GaNot Specifiedxolone,Marinus Pharmaceuticals,CHILD,PHASE2,54,United States,2007,Industry,Other
NCT00441896,A Randomized  Controlled Trial of GaNot Specifiedxolone in Patients With Infantile Spasms,COMPLETED,Infantile Spasms,DRUG: GaNot Specifiedxolone|OTHER: Placebo,Marinus Pharmaceuticals,CHILD,PHASE2,57,United States,2007,Industry,Completed
NCT02849457,Preventing Epilepsy Using Vigabatrin In Infants With Tuberous Sclerosis Complex,COMPLETED,Tuberous Sclerosis Complex,DRUG: Early Vigabatrin|DRUG: Delayed Vigabatrin (Placebo),MartiNot Specified Bebin,CHILD,PHASE2,84,United States,2016,Government/Other,Completed
NCT06201897,Cortical Excitability in West Syndrome Using Transcranial Magnetic Stimulation,RECRUITING,West Syndrome,DRUG: ACTH/Oral Steroids,All India Institute of Medical Sciences,CHILD,PHASE2/PHASE3,40,India,2024,Academic,Recruiting
NCT04462770,A Study of EPX-100 (Clemizole Hydrochloride) in Participants With Dravet Syndrome,RECRUITING,Dravet Syndrome,DRUG: Clemizole HCl|DRUG: Placebo,Epygenix,CHILD  ADULT  OLDER_ADULT,PHASE3,150,United States,2020,Government/Other,Recruiting
NCT05279118,Ketogenic Diet vs ACTH for the Treatment of Children With West Syndrome,ACTIVE_NOT_RECRUITING,Ketogenic Diet|West Syndrome|Infantile Spasm|ACTH,DIETARY_SUPPLEMENT: Ketogenic diet|DRUG: ACTH,All India Institute of Medical Sciences,CHILD,PHASE2/PHASE3,80,India,2022,Academic,Other
NCT01892605,The Clinical Application and Mechanism of Music Therapy (Mozart's Effect) on Epilepsy,COMPLETED,Seizure,BEHAVIORAL: music listening,Kaohsiung Medical University Chung-Ho Memorial Hospital,CHILD  ADULT,Not Specified,46,Taiwan,2009,Academic,Completed
NCT03356769,Aspirin as an add-on Treatment of Refractory Epilepsy in Tuberous Sclerosis Complex,UNKNOWN,Tuberous Sclerosis Complex|Aspirin|Epilepsy|Cognitive Decline|Skin Lesions,DRUG: Aspirin|DRUG: AED|DRUG: Placebo,Peking Union Medical College Hospital,CHILD  ADULT,PHASE2,98,ChiNot Specified,2017,Academic,Other
NCT04727970,Tricaprilin Infantile Spasms Pilot Study,COMPLETED,Infantile Spasm,DRUG: Tricaprilin,Cerecin,CHILD,PHASE1,8,Australia,2021,Government/Other,Completed
NCT04302116,Vigabatrin With High Dose Prednisolone CombiNot Specifiedtion Therapy vs Vigabatrin Alone for Infantile Spasm,RECRUITING,Infantile Spasm|West Syndrome,DRUG: CombiNot Specifiedtion therapy with vigabatrin and prednisolone|DRUG: Vigabatrin Tablets,Kullasate Sakpichaisakul,CHILD,Not Specified,250,Thailand,2020,Government/Other,Recruiting
NCT07403266,Treatment With Full-spectrum CanNot Specifiedbis Extract of Refractory Epilepsy Associated With Tuberous Sclerosis Complex (TSC),RECRUITING,Tuberous Sclerosis Complex (TSC),DRUG: YCJ-01 Full Spectrum cannbis Extract|DRUG: Placebo,Oils4Cure,CHILD  ADULT  OLDER_ADULT,PHASE3,84,Spain,2024,Government/Other,Recruiting
NCT04289467,Treatment of Refractory Infantile Spasms With Fenfluramine,RECRUITING,Infantile Spasm,DRUG: Fenfluramine,Children's Hospital of Orange County,CHILD,PHASE2,10,United States,2023,Academic,Recruiting
NCT04086992,Decreasing Parental Stress of Caregivers of Infants With Infantile Spasms by Using Telemedicine Technology,UNKNOWN,Infantile Spasms  Non-Intractable,OTHER: Remote monitoring,University of Colorado  Denver,CHILD,Not Specified,40,United States,2019,Academic,Other
NCT03976076,A Study of Orally Administered JBPOS0101 in Refractory Infantile Spasms Patients,TERMINot SpecifiedTED,Refractory Infantile Spasms,DRUG: JBPOS0101,Bio-Pharm Solutions Co.  Ltd.,CHILD,PHASE2,16,United States,2020,Industry,Other
NCT03876444,Intravenous Methylprednisolone Versus Oral Prednisolone for Infantile Spasms,UNKNOWN,Infantile Spasm,DRUG: Intravenous Methylprednisolone|DRUG: Oral Pednisolone,Suvasini Sharma,CHILD,PHASE2/PHASE3,128,India,2019,Government/Other,Other
NCT04004702,Levetiracetam for Alzheimer's Disease Neuropsychiatric Symptoms Related to Epilepsy Trial (LAPSE),UNKNOWN,Alzheimer Disease,DRUG: Levetiracetam,Walter Reed Not SpecifiedtioNot Specifiedl Military Medical Center,CHILD  ADULT  OLDER_ADULT,PHASE2,65,United States,2020,Government/Other,Other
NCT03421496,A Study to Assess CanNot Specifiedbidiol Oral Solution With Vigabatrin as Initial Therapy in Participants With Infantile Spasms,TERMINot SpecifiedTED,Infantile Spasm,DRUG: CanNot Specifiedbidiol Oral Solution|DRUG: Placebo|DRUG: Vigabatrin,Radius Pharmaceuticals  Inc.,CHILD,PHASE3,2,United States,2018,Industry,Other
NCT03347526,A Novel Approach to Infantile Spasms,SUSPENDED,Infantile Spasm,DRUG: Cosyntropin Injectable Suspension  1 mg/mL|DRUG: Cosyntropin Injectable Suspension 1 MG/ML + vigabatrin|DRUG: Vigabatrin,University of Colorado  Denver,CHILD,PHASE3,394,United States,2018,Academic,Other
NCT02954887,Phase 3 Trial of CanNot Specifiedbidiol (CBD; GWP42003-P) for Infantile Spasms: Open-label Extension Phase (GWPCARE7),COMPLETED,Infantile Spasms,DRUG: GWP42003-P,Jazz Pharmaceuticals,CHILD,PHASE3,9,United States,2017,Industry,Completed
NCT02953548,Trial of CanNot Specifiedbidiol (CBD; GWP42003-P) for Infantile Spasms (GWPCARE7),COMPLETED,Infantile Spasms,DRUG: GWP42003-P,Jazz Pharmaceuticals,CHILD,PHASE3,9,United States,2017,Industry,Completed
NCT02551731,CanNot Specifiedbidiol Oral Solution for Treatment of Refractory Infantile Spasms,TERMINot SpecifiedTED,Spasms  Infantile,DRUG: CanNot Specifiedbidiol Oral Solution,INSYS Therapeutics Inc,CHILD,PHASE2,9,United States,2016,Industry,Other
NCT02299115,Prednisolone Versus Vigabatrin in the First-line Treatment of Infantile Spasms,WITHDRAWN,Infantile Spasms,DRUG: Prednisolone|DRUG: Vigabatrin,The Hospital for Sick Children,CHILD,PHASE3,0,CaNot Specifiedda,2017,Academic,Other
NCT01828437,Addition of Pyridoxine to Prednisolone in Infantile Spasms,COMPLETED,Infantile Spasms,DRUG: Pyridoxine plus prednisolone|DRUG: Prednisolone,Lady Hardinge Medical College,CHILD,PHASE3,62,India,2012,Government/Other,Completed
NCT04399954,Evaluation of Ketoflo,COMPLETED,Epilepsy Intractable|Glucose Transporter Type 1 Deficiency Syndrome|Ketogenic Dieting,DIETARY_SUPPLEMENT: Ketoflo,Vitaflo InterNot SpecifiedtioNot Specifiedl  Ltd,CHILD  ADULT,Not Specified,25,United Kingdom,2020,Industry,Completed
NCT01575639,Prednisolone in Infantile Spasms- High Dose Versus Usual Dose,COMPLETED,Infantile Spasms|West Syndrome,DRUG: Oral prednisolone,Lady Hardinge Medical College,CHILD,PHASE3,63,India,2012,Government/Other,Completed
NCT01549288,Trial of the Modified Atkins Diet in Infantile Spasms Refractory to HormoNot Specifiedl Therapy,WITHDRAWN,Infantile Spasms,BEHAVIORAL: modified Atkins diet|OTHER: no dietetic input,Lady Hardinge Medical College,CHILD,PHASE2/PHASE3,0,India,2012,Government/Other,Other
NCT01413711,An Open-Label  Single and Multiple Oral Dose Pharmacokinetic Study of Vigabatrin in Infants With Infantile Spasms,WITHDRAWN,Infantile Spasms,DRUG: Vigabatrin,Lundbeck LLC,CHILD,PHASE4,0,,2012,Government/Other,Other
NCT01367964,Prevention of West Syndrome With Low-dose Adrenocorticotropin Hormone (ACTH),UNKNOWN,West Syndrome,DRUG: adrenocorticotropin hormone,Ann & Robert H Lurie Children's Hospital of Chicago,CHILD,Not Specified,28,United States,2011,Academic,Other
NCT01006811,Use of the Modified Atkins Diet in Infantile Spasms,COMPLETED,Infantile Spasms,DIETARY_SUPPLEMENT: modified Atkins diet|OTHER: modified Atkins diet,All India Institute of Medical Sciences,CHILD,PHASE2/PHASE3,15,India,2009,Academic,Completed
NCT05667142,A Study to Evaluate XEN1101 as Adjunctive Therapy in Primary Generalized Tonic-Clonic Seizures,RECRUITING,Primary Generalized Tonic-Clonic Seizures,DRUG: XEN1101|DRUG: Placebo,Xenon Pharmaceuticals Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,160,United States,2023,Industry,Recruiting
NCT02348073,Efficacy of Phosphatidylserine Enriched With n-3 PUFA Supplementation on ADHD in Children With Epilepsy,COMPLETED,Attention Deficit Disorder With Hyperactivity|ADHD INot Specifiedttention or Mixed Type|Epilepsy|Child,DRUG: VayarinÂ®  supplementation of n-3 PUFA|DRUG: PLACEBO,Hospices Civils de Lyon,CHILD,PHASE3,77,France,2015,Government/Other,Completed
NCT04309149,Market Research - Acceptability Study for a Range of MCT Products,COMPLETED,Ketosis|Epilepsy|Ketogenic Diet|Fatty Acid Oxidation Disorder|Malabsorption,DIETARY_SUPPLEMENT: MCT fats,Dr. SchÃ¤r AG / SPA,CHILD  ADULT,Not Specified,12,United Kingdom,2018,Government/Other,Completed
NCT01607073,Verapamil as Therapy for Children and Young Adults With Dravet Syndrome,COMPLETED,Dravet Syndrome,DRUG: Verapamil,Gillette Children's Specialty Healthcare,CHILD  ADULT,PHASE2,2,United States,2012,Government/Other,Completed
NCT05128344,A Study to Evaluate Safety and Efficacy of AMZ002 Treatment  Compared With Vigabatrin in Participants With Infantile Spasms,WITHDRAWN,Spasms  Infantile,DRUG: AMZ002 injectable solution  0.5mg/mL|DRUG: Vigabatrin  oral,Amzell,CHILD,PHASE3,0,United States,2023,Government/Other,Other
NCT06838559,Clinical Trial on 7-day Followed by MainteNot Specifiednce Therapy for 10 Weeks vs. 14-day and no MainteNot Specifiednce Course of Prednisolone for the Treatment of Infantile Epileptic Spasms Syndrome (IESS),ACTIVE_NOT_RECRUITING,Spasms  Infantile|Prednisolone,DRUG: Short-Duration Oral Prednisolone with Extended Tapering|DRUG: Standard Oral Prednisolone Regimen with Tapering,University of Colombo,CHILD,PHASE4,182,Sri Lanka,2025,Academic,Other
NCT03325439,A Study to Test the Pharmacokinetics  Efficacy  and Safety of Brivaracetam in Newborns With Repeated Electroencephalographic Seizures,TERMINot SpecifiedTED,Electroencephalographic NeoNot Specifiedtal Seizures,DRUG: Brivaracetam (BRV) intravenous (iv)|DRUG: Brivaracetam (BRV) oral,UCB Biopharma SRL,CHILD,PHASE3,9,Belgium,2019,Industry,Other
NCT02849626,Perampanel as Adjunctive Therapy in Pediatrics With Partial Onset Seizures or Primary Generalized Tonic Clonic Seizures,COMPLETED,Partial-Onset or Primary Generalized Tonic-Clonic Seizures,DRUG: Perampanel,Eisai Inc.,CHILD,PHASE3,180,United States,2016,Industry,Completed
NCT02072824,A Safety  Efficacy  and Tolerability Trial of Pregabalin as Add-On Treatment in Pediatric Subjects <4 Years of Age With Partial Onset Seizures.,COMPLETED,Partial Onset Seizures,DRUG: Pregabalin Dose Level 1|DRUG: Pregabalin Dose Level 2|DRUG: Placebo,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,CHILD,PHASE3,175,United States,2014,Industry,Completed
NCT00448539,Open-Label Extension Study of RufiNot Specifiedmide Given as Adjunctive Therapy in Patients With Refractory Partial Seizures,TERMINot SpecifiedTED,Refractory Partial Onset Seizures,DRUG: RufiNot Specifiedmide,Eisai Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,286,United States,2007,Industry,Other
NCT03776656,Evaluation of a Treatment With Allopurinol in AdenylosucciNot Specifiedte Lyase Deficiency,COMPLETED,AdenylosucciNot Specifiedte Lyase Deficiency,DRUG: Allopurinol,Assistance Publique - HÃ´pitaux de Paris,CHILD  ADULT  OLDER_ADULT,PHASE2,8,France,2019,Government/Other,Completed
NCT01997255,Adjunctive Everolimus (RAD 001) Therapy for Epilepsy in Children With Sturge-Weber Syndrome (SWS),WITHDRAWN,Sturge Weber Syndrome,DRUG: Everolimus,Baylor College of Medicine,CHILD  ADULT,PHASE2,0,United States,2014,Government/Other,Other
NCT00057460,Effect of Talampanel (an AMPA Receptor Blocker) on Brain Activity,COMPLETED,Healthy,DRUG: Talampanel,Not SpecifiedtioNot Specifiedl Institute of Neurological Disorders and Stroke (NINDS),CHILD  ADULT  OLDER_ADULT,PHASE2,25,United States,2003,Academic,Completed
NCT04899050,Epidiolex in Typical Absence Seizures,COMPLETED,Study the Efficacy of Epidiolex for Typical Absence Seizures,DRUG: CanNot Specifiedbidiol (Epidiolex),University of South Florida,CHILD  ADULT  OLDER_ADULT,PHASE4,14,United States,2021,Academic,Completed
NCT02815540,The Effects of CanNot Specifiedbidiol (CBD) on Electrical and Autonomic Cardiac Function in Children With Severe Epilepsy,TERMINot SpecifiedTED,Lennox-Gastaut Syndrome|Dravet Syndrome,PROCEDURE: 12-Lead ECG|DRUG: CanNot Specifiedbidiol,Gillette Children's Specialty Healthcare,CHILD  ADULT,PHASE1/PHASE2,2,United States,2017,Government/Other,Other
NCT05323734,Adjunctive GNX Treatment Compared With Placebo in Children and Adults With TSC-related Epilepsy,COMPLETED,Tuberous Sclerosis Complex,DRUG: GaNot Specifiedxolone|DRUG: Placebo,Marinus Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE3,129,United States,2022,Industry,Completed
NCT03338920,Study to Assess the Safety and Efficacy of ONZETRAÂ® XsailÂ® for the Acute Treatment of Episodic Migraine With or Without Aura in Adolescents,TERMINot SpecifiedTED,Acute Migraine With or Without Aura,DRUG: sumatriptan Not Specifiedsal powder|DRUG: Placebo,Currax Pharmaceuticals,CHILD,PHASE3,159,United States,2017,Industry,Other
NCT00025987,Temperature Response to a Head-Neck Cooling System,COMPLETED,Healthy,DEVICE: Head and Neck Cooling System|DEVICE: Thermometer Pill,Not SpecifiedtioNot Specifiedl Institute of Neurological Disorders and Stroke (NINDS),CHILD  ADULT  OLDER_ADULT,PHASE1,10,United States,2001,Academic,Completed
NCT04833322,Galactose Supplementation for the Treatment of MOGHE,UNKNOWN,Refractory Epilepsy|SLC35A2-CDG - Solute Carrier Family 35 Member A2 Congenital Disorder of Glycosylation,DIETARY_SUPPLEMENT: D-Galactose,Hospital Ruber InterNot SpecifiedcioNot Specifiedl,CHILD  ADULT,Not Specified,8,Spain,2021,Academic,Other
NCT06255873,Effects of L-Carnitine on Gastric Emptying in Children With Drug Resistant Epilepsy on Ketogenic Diet,COMPLETED,Ketogenic Diet,DIETARY_SUPPLEMENT: L- Carnitine|OTHER: ketogenic diet,Ain Shams University,CHILD  ADULT,Not Specified,30,Egypt,2023,Academic,Completed
NCT07225231,Clinical Utility of Reduced EEG Home Monitoring in Fenfluramine Titration for Dravet and LGS,NOT_YET_RECRUITING,Dravet Syndrome (DS)|Lennox Gastaut Syndrome (LGS),DEVICE: Byteflies Remote patient monitoring solution (with reduced EEG),Byteflies,CHILD  ADULT  OLDER_ADULT,Not Specified,20,,2025,Government/Other,Other
NCT06738732,CBD Delivery with the A-SyNot Specifiedptic GT4 Transdermal Delivery System in with Dravet Syndrome And/or Lennox-Gastaut Syndrome,NOT_YET_RECRUITING,Lennox-Gastaut Syndrome (LGS)|Dravet Syndrome (DS),DRUG: CBD: GT4 Transdermal Delivery System,Alexander Rotenberg,CHILD  ADULT,PHASE1/PHASE2,25,United States,2025,Government/Other,Other
NCT06422377,A Study Evaluating Soticlestat in Participants With Dravet Syndrome or Lennox-Gastaut Syndrome Who Have Been Exposed to Fenfluramine,TERMINot SpecifiedTED,Dravet Syndrome (DS)|Lennox-Gastaut Syndrome (LGS),DRUG: Soticlestat,Takeda,CHILD  ADULT  OLDER_ADULT,PHASE3,1,Denmark,2024,Government/Other,Other
NCT03350035,Intravenous GaNot Specifiedxolone as Adjunctive Therapy to Treat Subjects With Status Epilepticus,COMPLETED,Status Epilepticus|Convulsive Status EPILEPTICUS|Non Convulsive Status Epilepticus|Epilepsy,DRUG: IV GaNot Specifiedxolone active|DRUG: IV Placebo  non-active,Marinus Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE2,17,United States,2018,Industry,Completed
NCT05163314,A Study of Soticlestat as an Add-on Therapy in Children and Adults With Dravet Syndrome or Lennox-Gastaut Syndrome,TERMINot SpecifiedTED,Dravet Syndrome (DS)|Lennox Gastaut Syndrome (LGS),DRUG: Soticlestat,Takeda,CHILD  ADULT,PHASE3,352,United States,2022,Government/Other,Other
NCT05604170,Open-label Study of Adjunctive GNX Treatment in Children and Adults With TSC-related Epilepsy,TERMINot SpecifiedTED,Tuberous Sclerosis Complex,DRUG: GaNot Specifiedxolone,Marinus Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE3,117,United States,2022,Industry,Other
NCT03340064,A Study of Levetiracetam as Monotherapy or Adjunctive Treatment of Partial Seizures in Pediatric Epileptic Subjects Ranging From 1 Month to Less Than 4 Years of Age,COMPLETED,Partial Seizures,DRUG: Levetiracetam,UCB Japan Co. Ltd.,CHILD,PHASE3,38,Japan,2017,Industry,Completed
NCT04611438,Research on Cognitive Effect of CanNot Specifiedbidiol on Dravet Syndrome and Lennox-Gastaut SyndromeGastaut Syndrome,UNKNOWN,Dravet Syndrome|Lennox Gastaut Syndrome,DRUG: CanNot Specifiedbidiol,Yonsei University,CHILD  ADULT,PHASE3,107,South Korea,2020,Academic,Other
NCT06609889,A Safety and Efficacy of Intrathecally Administered ION283 in Patients With Lafora Disease,RECRUITING,Lafora Disease,GENETIC: ION283,Berge MiNot Specifiedssian,CHILD  ADULT,PHASE1/PHASE2,10,United States,2024,Government/Other,Recruiting
NCT03467113,A Study to Assess the Safety and Tolerability of ZX008 in Children and Young Adults With Dravet Syndrome or Lennox Gastaut Syndrome Currently Taking CanNot Specifiedbidiol,COMPLETED,Dravet Syndrome|Lennox Gastaut Syndrome,DRUG: ZX008 0.2 to 0.8 mg/kg/day|DRUG: CanNot Specifiedbidiol,Zogenix InterNot SpecifiedtioNot Specifiedl Limited  Inc.  a subsidiary of Zogenix  Inc.,CHILD  ADULT,PHASE1,9,United States,2018,Industry,Completed
NCT05339126,RNS System LGS Feasibility Study,ACTIVE_NOT_RECRUITING,Epilepsy|Lennox Gastaut Syndrome|Lennox-Gastaut Syndrome  Intractable|Seizures|Seizures  Generalized,DEVICE: RNS System,NeuroPace,CHILD  ADULT  OLDER_ADULT,PHASE2,24,United States,2022,Government/Other,Other
NCT05534672,Placebo Controlled Study to Assess the Efficacy and Safety of Rapamycin in Drug Resistant Epilepsy Associated With Tuberous Sclerosis Complex,RECRUITING,Tuberous Sclerosis Complex,OTHER: Rapamycin|OTHER: Placebo,KatarzyNot Specified Kotulska,CHILD  ADULT,PHASE3,200,Poland,2023,Government/Other,Recruiting
NCT02097355,Using an Online Patient Monitoring System to Improve Care for Children With Chronic Conditions,COMPLETED,Attention Deficit Hyperactivity Disorder|Asthma|Autism Spectrum Disorder|Depression|Epilepsy,OTHER: TriVox for clinical care,Boston Children's Hospital,CHILD  ADULT  OLDER_ADULT,Not Specified,946,United States,2014,Academic,Completed
NCT07377032,TAP-GRIN: InterventioNot Specifiedl Study on Patients With GRIN-related Neurodevelopmental Disorders,RECRUITING,GRIN-related Disorders|GRIN1|GRIN2A|GRIN2B|GRIN2D|Epilepsy|Neurodevelopmental Disorder (Diagnosis),DIETARY_SUPPLEMENT: L-serine|OTHER: Maltodextrin (Placebo),Meyer Children's Hospital IRCCS,CHILD  ADULT,PHASE3,40,France,2025,Academic,Recruiting
NCT00545012,A Safety and Efficacy Follow-up Study With Levetiracetam in Children (4-17 Years Old) Suffering From Absence Seizures,COMPLETED,Absence Seizures,DRUG: Levetiracetam,UCB Pharma,CHILD,PHASE2,4,,2000,Industry,Completed
NCT02785328,Sleep and Memory in Children,COMPLETED,Sleep Apnea|Temporo-central Epilepsy|Not Specifiedrcolepsy|High Intellectual Potential|Healthy Subject,OTHER: memory evaluation at V1 and V2 (with treatment)|OTHER: memory evaluation at V1 (without treatment)|OTHER: memory evaluation at V1 and V2 (without treatment),Hospices Civils de Lyon,CHILD,Not Specified,71,France,2016,Government/Other,Completed
NCT02092883,Evaluation of Neuroinflammation in Children With Infantile Spasms,COMPLETED,Infantile Spasms,DRUG: ACTH,Wayne State University,CHILD  ADULT  OLDER_ADULT,PHASE4,8,United States,2013,Academic,Completed
NCT06447675,Efficacy and Safety Evaluation of Hyperthermic Baths in the Treatment of Seizures in CDKL5 Deficiency Disorder,COMPLETED,CDKL5 Deficiency Disorder,OTHER: Hyperthermic Baths,Xuanwu Hospital  Beijing,CHILD,Not Specified,8,ChiNot Specified,2024,Academic,Completed
NCT05538936,The Effect of Spa and Massage on Babies on Colic Symptoms,COMPLETED,Infantile Colic|Infantile Spasm,OTHER: Baby SPA|OTHER: Massage,Yuzuncu Yil University,CHILD,Not Specified,72,Turkey (TÃ¼rkiye),2022,Academic,Completed
NCT06198803,The Effect of Carnitine Supplementation on Cardiac Function and Lipid Profile in Patients With Drug Resistant Epilepsy on Ketogenic Diet,UNKNOWN,l Carnitine With Ketogenic Diet,DRUG: L Carnitine,Ain Shams University,CHILD,EARLY_PHASE1,52,Egypt,2022,Academic,Other
NCT03961568,Cenobamate Open-Label Extension Study for YKP3089C025,ENROLLING_BY_INVITATION,Primary Generalized Tonic Clonic Seizures in the Setting of Idiopathic Generalized Epilepsy,DRUG: Cenobamate,SK Life Science  Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,145,United States,2019,Industry,Other
NCT00326612,IntraNot Specifiedsal Midazolam Versus Rectal Diazepam for Treatment of Seizures,COMPLETED,Seizures,DRUG: Midazolam|DRUG: Diazepam,University of Utah,CHILD,PHASE2,358,United States,2006,Academic,Completed
NCT06352372,Safety and Efficacy of tPBM for Epileptiform Activity in Autism,COMPLETED,Autism Spectrum Disorder|EEG With Periodic Abnormalities|Epilepsy|Neurodevelopmental Disorders|Neurological Disorder,DEVICE: noninvasively delivered near infra-red (NIR) light - transcranial Photobiomodulation (tPBM),Richard Frye,CHILD,PHASE2,6,United States,2024,Government/Other,Completed
NCT04558580,Safety Study of RufiNot Specifiedmide Given as an add-on Therapy to Treat Patients With Seizures,WITHDRAWN,Refractory Partial Seizures,DRUG: RufiNot Specifiedmide,University of South Alabama,CHILD  ADULT  OLDER_ADULT,PHASE3,0,United States,2006,Academic,Other
NCT04112862,Sodium Lactate Infusion in GLUT1DS Patients,COMPLETED,GLUT1 Deficiency Syndrome|GLUT1DS1|GLUT1DS2|Epilepsy|Lactic Acid Blood Increased|Ketogenic Dieting,OTHER: sodiumlactate,Radboud University Medical Center,CHILD  ADULT,EARLY_PHASE1,2,Netherlands,2022,Academic,Completed
NCT06660394,A Phase 3  Placebo-Controlled Study to Investigate LP352 in Children and Adults With Dravet Syndrome (DS),RECRUITING,Dravet Syndrome,DRUG: LP352|DRUG: Placebo,Longboard Pharmaceuticals,CHILD  ADULT  OLDER_ADULT,PHASE3,160,United States,2024,Industry,Recruiting
NCT07112365,The FINTEPLA as an Anti-SUDEP Therapy in Dravet Syndrome Project,NOT_YET_RECRUITING,Dravet Syndrome,DRUG: Fenfluramine treatment (Fintepla)|DEVICE: Hypercapnia Challenge using the device (RespirAct),The University of Texas Health Science Center  Houston,CHILD  ADULT  OLDER_ADULT,PHASE4,25,United States,2026,Academic,Other
NCT04309214,Market Research - Acceptability Study for New MCT Fat Products,COMPLETED,Ketosis|Epilepsy|Fatty Acid Oxidation Disorder|Malabsorption|Ketogenic Diet|Medium Chain Triglycerides,DIETARY_SUPPLEMENT: MCT fats,Dr. SchÃ¤r AG / SPA,CHILD  ADULT,Not Specified,12,United Kingdom,2018,Government/Other,Completed
NCT01618695,A Study With an Open-label Extension Phase to Evaluate the Efficacy and Safety of Perampanel (E2007) Administered as an Adjunctive Therapy in Subjects With Refractory Partial-onset Seizures,COMPLETED,Partial-onset Seizures,DRUG: Perampanel|DRUG: Placebo,Eisai Co.  Ltd.,CHILD  ADULT  OLDER_ADULT,PHASE3,940,Australia,2012,Industry,Completed
NCT00327717,Evaluating the Efficacy and Safety of Zonisamide in the Treatment of Partial Seizures,COMPLETED,Partial Seizures,DRUG: Zonisamide|DRUG: Placebo,Eisai Inc.,CHILD  ADULT  OLDER_ADULT,PHASE3,240,ChiNot Specified,2006,Industry,Completed
NCT00144872,LAMICTAL (Lamotrigine) For The Treatment Of Absence Seizures,COMPLETED,Seizure  Absence,DRUG: Lamotrigine,GlaxoSmithKline,CHILD,PHASE1,54,United States,2004,Government/Other,Completed
NCT00259805,A Pilot Study of the Use of Rituximab in the Treatment of Chronic Focal Encephalitis,COMPLETED,Chronic Focal Encephalitis|Rasmussen's Encephalitis,DRUG: Rituximab,California Pacific Medical Center Research Institute,CHILD  ADULT,PHASE1,10,United States,2005,Academic,Completed
